self_time	total_time	line	self_time_per_call	method	num_calls	total_time_per_call	file
2.8e-06	3.8599999999999996e-05	1445	2.8e-06	"path_hook_for_FileFinder"	1	3.8599999999999996e-05	"<frozen importlib._bootstrap_external>"
2.1e-06	5.3e-06	137	5.25e-07	"__instancecheck__"	4	1.325e-06	"C:/Python37/lib/abc.py"
4.5e-06	1.4599999999999999e-05	114	4.5e-06	"stop"	1	1.4599999999999999e-05	"C:/Python37/lib/site-packages/mo_logs/__init__.py"
4.6399999999999996e-05	0.0006732999999999999	197	6.628571428571428e-06	"note"	7	9.618571428571428e-05	"C:/Python37/lib/site-packages/mo_logs/__init__.py"
3.6899999999999996e-05	0.0005937	397	5.271428571428571e-06	"_annotate"	7	8.48142857142857e-05	"C:/Python37/lib/site-packages/mo_logs/__init__.py"
6.2e-06	1.2699999999999999e-05	43	8.857142857142857e-07	"coalesce"	7	1.8142857142857142e-06	"C:/Python37/lib/site-packages/mo_dots/__init__.py"
3e-07	3e-07	2839	3e-07	"return_annotation"	1	3e-07	"C:/Python37/lib/inspect.py"
2e-07	2e-07	2835	2e-07	"parameters"	1	2e-07	"C:/Python37/lib/inspect.py"
4e-06	4.2e-06	2750	4e-06	"__init__"	1	4.2e-06	"C:/Python37/lib/inspect.py"
2e-07	2e-07	2799	2e-07	"genexpr"	1	2e-07	"C:/Python37/lib/inspect.py"
2.8999999999999998e-06	2.8999999999999998e-06	302	2.4166666666666665e-07	"_getdefault"	12	2.4166666666666665e-07	"C:/Python37/lib/site-packages/mo_dots/__init__.py"
7.899999999999999e-06	3.1899999999999996e-05	1089	7.899999999999999e-06	"getfullargspec"	1	3.1899999999999996e-05	"C:/Python37/lib/inspect.py"
9e-07	1e-06	158	4.5e-07	"isfunction"	2	5e-07	"C:/Python37/lib/inspect.py"
0.063015	0.063015	577	3.877464372738684e-07	"from_data"	162516	3.877464372738684e-07	"C:/Python37/lib/site-packages/mo_dots/__init__.py"
6.96e-05	7.03e-05	490	8.385542168674699e-07	"to_data"	83	8.469879518072289e-07	"C:/Python37/lib/site-packages/mo_dots/__init__.py"
0.0308331	0.0421432	64	5.691599136101009e-07	"__init__"	54173	7.779373488638251e-07	"C:/Python37/lib/site-packages/mo_dots/datas.py"
6.5e-06	2.16e-05	2198	6.5e-06	"_signature_from_callable"	1	2.16e-05	"C:/Python37/lib/inspect.py"
9.4e-06	1.4e-05	2117	9.4e-06	"_signature_from_function"	1	1.4e-05	"C:/Python37/lib/inspect.py"
3.28e-05	7.19e-05	112	2.1866666666666663e-06	"__getitem__"	15	4.793333333333333e-06	"C:/Python37/lib/site-packages/mo_dots/datas.py"
0.961989	1.5131511	186	7.900042785544234e-07	"__getattr__"	1217701	1.2426294303774078e-06	"C:/Python37/lib/site-packages/mo_dots/datas.py"
0.06258079999999999	0.11960459999999999	205	4.620759927344684e-07	"__setattr__"	135434	8.83120929751761e-07	"C:/Python37/lib/site-packages/mo_dots/datas.py"
8e-06	9e-06	323	2e-06	"keys"	4	2.25e-06	"C:/Python37/lib/site-packages/mo_dots/datas.py"
0.0256354	0.051590899999999995	338	9.466543574593796e-07	"copy"	27080	1.9051292466765138e-06	"C:/Python37/lib/site-packages/mo_dots/datas.py"
3.3999999999999996e-06	4.9999999999999996e-06	424	5.666666666666666e-07	"listcomp"	6	8.333333333333332e-07	"C:/Python37/lib/site-packages/mo_dots/datas.py"
6.9e-06	1.57e-05	420	1.15e-06	"_split_field"	6	2.6166666666666665e-06	"C:/Python37/lib/site-packages/mo_dots/datas.py"
6.1e-06	6.1e-06	507	4.692307692307692e-07	"is_data"	13	4.692307692307692e-07	"C:/Python37/lib/site-packages/mo_dots/datas.py"
4.6e-06	6.2e-06	66	1.5333333333333334e-06	"copy"	3	2.0666666666666666e-06	"C:/Python37/lib/copy.py"
3e-06	3e-06	309	2.5e-07	"is_list"	12	2.5e-07	"C:/Python37/lib/site-packages/mo_dots/lists.py"
5.6e-06	5.6e-06	319	4.3076923076923075e-07	"is_sequence"	13	4.3076923076923075e-07	"C:/Python37/lib/site-packages/mo_dots/lists.py"
1.06e-05	1.2299999999999999e-05	324	8.153846153846154e-07	"is_many"	13	9.461538461538461e-07	"C:/Python37/lib/site-packages/mo_dots/lists.py"
0.040017	0.040017	118	2.1641573106625997e-07	"NEXT"	184908	2.1641573106625997e-07	"C:/Python37/lib/site-packages/mo_future/__init__.py"
8.9e-06	8.9e-06	127	2.069767441860465e-07	"is_text"	43	2.069767441860465e-07	"C:/Python37/lib/site-packages/mo_future/__init__.py"
9e-07	1.2999999999999998e-06	1	9e-07	"__new__"	1	1.2999999999999998e-06	"<string>"
0.4265402	0.4265402	35	3.502702534025979e-07	"__init__"	1217746	3.502702534025979e-07	"C:/Python37/lib/site-packages/mo_dots/nones.py"
0.003938	0.003938	44	1.0356344510190663e-07	"__bool__"	38025	1.0356344510190663e-07	"C:/Python37/lib/site-packages/mo_dots/nones.py"
0.10994509999999999	0.10994509999999999	58	9.150264949219799e-08	"__call__"	1201551	9.150264949219799e-08	"C:/Python37/lib/site-packages/mo_dots/nones.py"
9e-07	9e-07	122	3e-07	"__ne__"	3	3e-07	"C:/Python37/lib/site-packages/mo_dots/nones.py"
0.0001456	0.00021879999999999998	176	2.647272727272727e-06	"__getattr__"	55	3.9781818181818175e-06	"C:/Python37/lib/site-packages/mo_dots/nones.py"
4.6e-06	4.6e-06	30	6.571428571428571e-07	"__init__"	7	6.571428571428571e-07	"C:/Python37/lib/site-packages/mo_logs/exceptions.py"
7.699999999999999e-06	1.5399999999999998e-05	36	1.0999999999999998e-06	"__data__"	7	2.1999999999999997e-06	"C:/Python37/lib/site-packages/mo_logs/exceptions.py"
1.63e-05	0.0005221	34	2.3285714285714285e-06	"write"	7	7.458571428571428e-05	"C:/Python37/lib/site-packages/mo_logs/log_usingStream.py"
8e-07	1e-06	40	8e-07	"stop"	1	1e-06	"C:/Python37/lib/site-packages/mo_logs/log_usingStream.py"
7.2999999999999996e-06	9.1e-06	18	7.2999999999999996e-06	"__init__"	1	9.1e-06	"C:/Python37/lib/site-packages/mo_logs/log_usingStream.py"
1.1599999999999999e-05	0.00014099999999999998	90	1.657142857142857e-06	"datetime"	7	2.014285714285714e-05	"C:/Python37/lib/site-packages/mo_logs/strings.py"
1.17e-05	2.9999999999999997e-05	276	5.85e-06	"round"	2	1.4999999999999999e-05	"C:/Python37/lib/site-packages/mo_logs/strings.py"
3.8e-06	8.2e-06	496	1.2666666666666667e-06	"quote"	3	2.733333333333333e-06	"C:/Python37/lib/site-packages/mo_logs/strings.py"
7.499999999999999e-06	9.2e-06	525	5.357142857142857e-07	"limit"	14	6.571428571428571e-07	"C:/Python37/lib/site-packages/mo_logs/strings.py"
1.01e-05	0.00044929999999999997	567	1.4428571428571429e-06	"expand_template"	7	6.418571428571429e-05	"C:/Python37/lib/site-packages/mo_logs/strings.py"
6.29e-05	0.0003871	672	4.8384615384615385e-06	"replacer"	13	2.9776923076923076e-05	"C:/Python37/lib/site-packages/mo_logs/strings.py"
7.2e-06	0.00043339999999999996	666	1.0285714285714284e-06	"_simple_expand"	7	6.19142857142857e-05	"C:/Python37/lib/site-packages/mo_logs/strings.py"
2.8199999999999998e-05	8.489999999999999e-05	718	2.169230769230769e-06	"toString"	13	6.53076923076923e-06	"C:/Python37/lib/site-packages/mo_logs/strings.py"
6.1e-06	0.0001257	54	8.714285714285715e-07	"datetime2string"	7	1.7957142857142858e-05	"C:/Python37/lib/site-packages/mo_logs/convert.py"
6e-07	6e-07	45	6e-07	"__init__"	1	6e-07	"C:/Python37/lib/site-packages/mo_logs/log_usingStream.py"
1.24e-05	5.5799999999999994e-05	48	1.7714285714285714e-06	"write"	7	7.97142857142857e-06	"C:/Python37/lib/site-packages/mo_logs/log_usingStream.py"
6e-07	6e-07	49	3e-07	"__bool__"	2	3e-07	"C:/Python37/lib/site-packages/mo_threads/signals.py"
4.7e-06	0.014258799999999999	55	4.7e-06	"wait"	1	0.014258799999999999	"C:/Python37/lib/site-packages/mo_threads/signals.py"
5.199999999999999e-06	5.199999999999999e-06	77	1.7333333333333332e-06	"go"	3	1.7333333333333332e-06	"C:/Python37/lib/site-packages/mo_threads/signals.py"
3e-07	3e-07	151	3e-07	"__or__"	1	3e-07	"C:/Python37/lib/site-packages/mo_threads/signals.py"
7.3999999999999995e-06	9.299999999999999e-06	65	3.6999999999999997e-06	"output"	2	4.6499999999999995e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.06344029999999999	0.162544	81	2.342180462231411e-06	"__init__"	27086	6.001033744369785e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
7.1e-06	1.1599999999999999e-05	111	7.1e-06	"remove_child"	1	1.1599999999999999e-05	"C:/Python37/lib/site-packages/mo_threads/threads.py"
1.98e-05	0.0183356	129	1.98e-05	"stop"	1	0.0183356	"C:/Python37/lib/site-packages/mo_threads/threads.py"
4.7e-06	0.0001219	290	4.7e-06	"stop"	1	0.0001219	"C:/Python37/lib/site-packages/mo_threads/threads.py"
1.67e-05	0.014367399999999999	406	1.67e-05	"join"	1	0.014367399999999999	"C:/Python37/lib/site-packages/mo_threads/threads.py"
5.199999999999999e-06	6.1e-06	454	2.5999999999999997e-06	"current"	2	3.05e-06	"C:/Python37/lib/site-packages/mo_threads/threads.py"
4e-07	4e-07	30	4e-07	"__init__"	1	4e-07	"C:/Python37/lib/site-packages/mo_threads/profiles.py"
1.12e-05	0.0037990999999999997	80	1.12e-05	"write_profiles"	1	0.0037990999999999997	"C:/Python37/lib/site-packages/mo_threads/profiles.py"
2.8e-06	3e-06	50	2.8e-06	"create_stats"	1	3e-06	"C:/Python37/lib/cProfile.py"
2.8e-06	1.4299999999999999e-05	89	2.8e-06	"__init__"	1	1.4299999999999999e-05	"C:/Python37/lib/pstats.py"
5.6e-06	1.13e-05	99	5.6e-06	"init"	1	1.13e-05	"C:/Python37/lib/pstats.py"
1.6e-06	5.7e-06	118	1.6e-06	"load_stats"	1	5.7e-06	"C:/Python37/lib/pstats.py"
5.7e-06	1.55e-05	31	2.85e-06	"__init__"	2	7.75e-06	"C:/Python37/lib/site-packages/mo_times/timer.py"
9.7e-06	9.449999999999999e-05	48	4.85e-06	"__enter__"	2	4.7249999999999997e-05	"C:/Python37/lib/site-packages/mo_times/timer.py"
3.93e-05	0.00038849999999999996	54	1.965e-05	"__exit__"	2	0.00019424999999999998	"C:/Python37/lib/site-packages/mo_times/timer.py"
0.07951169999999999	0.18132969999999998	96	2.9361779911373704e-06	"copy"	27080	6.696074593796159e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
3.9e-06	6.44e-05	152	3.9e-06	"addParseAction"	1	6.44e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
14.076481099999999	33.9073628	208	6.943126657913246e-06	"_parse"	2027398	1.672457149508878e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.1911312	34.733238899999996	323	4.872936797287306e-06	"scanString"	39223	0.0008855324401499119	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.0021999999999999997	0.0021999999999999997	413	0.0010999999999999998	"listcomp"	2	0.0010999999999999998	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.036943199999999995	34.9627745	378	0.018471599999999998	"transformString"	2	17.48138725	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
4.8e-06	3.06e-05	528	4.8e-06	"__mul__"	1	3.06e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
5.0999999999999995e-06	4.6099999999999996e-05	583	5.0999999999999995e-06	"__or__"	1	4.6099999999999996e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
2.8999999999999998e-06	3.36e-05	631	2.8999999999999998e-06	"__getitem__"	1	3.36e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.0123886	0.2102799	636	4.574984305181137e-07	"__call__"	27079	7.765423390819453e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.0165722	0.1978913	644	6.119945345101369e-07	"set_token_name"	27079	7.30792496030134e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
1.2999999999999998e-06	1.52e-05	657	1.2999999999999998e-06	"suppress"	1	1.52e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
1.5e-06	1.5e-06	680	3.75e-07	"streamline"	4	3.75e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
1.8e-06	1.8e-06	706	1.2857142857142855e-07	"__eq__"	14	1.2857142857142855e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.7441426999999999	1.0510314	712	1.8821025630130525e-07	"__hash__"	3953784	2.6582924105110445e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
8e-07	8e-07	761	2.6666666666666667e-07	"is_decorated"	3	2.6666666666666667e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/core.py"
0.290947	0.290947	130	1.389289065353844e-07	"is_forward"	2094215	1.389289065353844e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/utils.py"
0.11081379999999999	0.4395444	258	1.523946916042082e-06	"wrapper"	72715	6.044755552499484e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/utils.py"
1.13e-05	4.67e-05	232	1.13e-05	"wrap_parse_action"	1	4.67e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/utils.py"
5.899999999999999e-06	1.2299999999999999e-05	18	5.899999999999999e-06	"__init__"	1	1.2299999999999999e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/engine.py"
0.39345569999999996	1.8803858	39	1.9406929473147354e-07	"get"	2027398	9.274872521330296e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/cache.py"
0.8655892	1.3900017999999998	42	4.493332073634256e-07	"set"	1926386	7.215593344220732e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/cache.py"
5.3099999999999996e-05	0.39306949999999996	45	2.6549999999999998e-05	"clear"	2	0.19653474999999998	"C:/Users/kyle/code/mo-parsing/mo_parsing/cache.py"
6e-07	6e-07	29	6e-07	"__enter__"	1	6e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/engine.py"
7.3999999999999995e-06	0.3930875	61	3.6999999999999997e-06	"resetCache"	2	0.19654375	"C:/Users/kyle/code/mo-parsing/mo_parsing/cache.py"
6e-07	6e-07	37	6e-07	"__exit__"	1	6e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/engine.py"
1.0399999999999999e-05	1.63e-05	52	7.428571428571428e-07	"normalize"	14	1.1642857142857142e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/engine.py"
2.4999999999999998e-06	5.0999999999999995e-06	92	2.4999999999999998e-06	"set_whitespace"	1	5.0999999999999995e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/engine.py"
1.1272312	1.4136826	104	5.401524575489871e-07	"skip"	2086876	6.774157161230471e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/engine.py"
0.055603099999999996	0.055603099999999996	23	1.492492323219309e-07	"name"	372552	1.492492323219309e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/results.py"
0.3060789	0.3060789	176	7.73021190726642e-08	"noop"	3959515	7.73021190726642e-08	"C:/Users/kyle/code/mo-parsing/mo_parsing/engine.py"
0.234835	0.27858299999999997	17	4.814836836623392e-07	"__init__"	487732	5.71180484364364e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/exceptions.py"
0.0108249	0.0108249	31	1.7852265980605582e-07	"msg"	60636	1.7852265980605582e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/exceptions.py"
0.1641842	0.1641842	27	1.632741101102455e-07	"__init__"	1005574	1.632741101102455e-07	"C:/Users/kyle/code/mo-parsing/mo_parsing/results.py"
0.0760758	0.15226699999999999	54	1.6502700709342936e-06	"__getitem__"	46099	3.3030434499663764e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/results.py"
0.0011906	0.009983599999999999	75	2.571490280777538e-06	"__setitem__"	463	2.1562850971922243e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/results.py"
0.1813088	2.6061327	142	1.9610703701300107e-06	"__bool__"	92454	2.818842559543124e-05	"C:/Users/kyle/code/mo-parsing/mo_parsing/results.py"
2.2551389	2.6754012	157	1.3930232673062442e-06	"__iter__"	1618881	1.6526237567801464e-06	"C:/Users/kyle/code/mo-parsing/mo_parsing/results.py"
