line	num_calls	total_time_per_call	total_time	file	method	self_time	self_time_per_call
58	61	8.786885245901639e-07	5.3599999999999995e-05	"<frozen importlib._bootstrap_external>"	"listcomp"	3.9099999999999995e-05	6.409836065573769e-07
504	4	2.3199999999999998e-05	9.279999999999999e-05	"<frozen importlib._bootstrap>"	"_init_module_attrs"	1.95e-05	4.875e-06
576	4	2.6949999999999998e-05	0.00010779999999999999	"<frozen importlib._bootstrap>"	"module_from_spec"	8.599999999999999e-06	2.1499999999999997e-06
663	4	0.0008862	0.0035448	"<frozen importlib._bootstrap>"	"_load_unlocked"	2.21e-05	5.525e-06
719	4	3.625e-06	1.45e-05	"<frozen importlib._bootstrap>"	"find_spec"	4.9e-06	1.225e-06
56	61	1.7967213114754097e-06	0.0001096	"<frozen importlib._bootstrap_external>"	"_path_join"	4.27e-05	7e-07
792	4	2.25e-06	9e-06	"<frozen importlib._bootstrap>"	"find_spec"	5.4e-06	1.35e-06
62	8	2.9125e-06	2.33e-05	"<frozen importlib._bootstrap_external>"	"_path_split"	1.7899999999999998e-05	2.2374999999999998e-06
855	12	5.833333333333333e-07	7e-06	"<frozen importlib._bootstrap>"	"__enter__"	5.199999999999999e-06	4.333333333333333e-07
859	12	6.583333333333332e-07	7.899999999999999e-06	"<frozen importlib._bootstrap>"	"__exit__"	5.7999999999999995e-06	4.833333333333333e-07
74	23	4.118695652173913e-05	0.0009473	"<frozen importlib._bootstrap_external>"	"_path_stat"	1.73e-05	7.521739130434783e-07
882	4	0.000358625	0.0014345	"<frozen importlib._bootstrap>"	"_find_spec"	4.54e-05	1.135e-05
948	4	0.0010883	0.0043532	"<frozen importlib._bootstrap>"	"_find_and_load_unlocked"	2.06e-05	5.15e-06
978	4	0.001106875	0.0044275	"<frozen importlib._bootstrap>"	"_find_and_load"	3.48e-05	8.7e-06
1009	19	4.401578947368421e-05	0.0008363	"<frozen importlib._bootstrap>"	"_handle_fromlist"	1.78e-05	9.368421052631578e-07
84	7	2.994285714285714e-05	0.0002096	"<frozen importlib._bootstrap_external>"	"_path_is_mode_type"	7.2999999999999996e-06	1.0428571428571429e-06
93	6	3.058333333333333e-05	0.0001835	"<frozen importlib._bootstrap_external>"	"_path_isfile"	3.6999999999999997e-06	6.166666666666667e-07
98	1	3.07e-05	3.07e-05	"<frozen importlib._bootstrap_external>"	"_path_isdir"	9e-07	9e-07
271	8	8.05e-06	6.44e-05	"<frozen importlib._bootstrap_external>"	"cache_from_source"	2.3199999999999998e-05	2.8999999999999998e-06
369	4	1.325e-05	5.3e-05	"<frozen importlib._bootstrap_external>"	"_get_cached"	7.2e-06	1.8e-06
401	4	1.525e-06	6.1e-06	"<frozen importlib._bootstrap_external>"	"_check_name_wrapper"	5.199999999999999e-06	1.2999999999999998e-06
438	4	6.799999999999999e-06	2.7199999999999997e-05	"<frozen importlib._bootstrap_external>"	"_classify_pyc"	1.3399999999999999e-05	3.3499999999999997e-06
471	4	2.675e-06	1.07e-05	"<frozen importlib._bootstrap_external>"	"_validate_timestamp_pyc"	6.4e-06	1.6e-06
523	4	0.0001121	0.0004484	"<frozen importlib._bootstrap_external>"	"_compile_bytecode"	1.8e-05	4.5e-06
574	4	4.875e-06	1.95e-05	"<frozen importlib._bootstrap_external>"	"spec_from_file_location"	1.33e-05	3.325e-06
719	4	1.75e-07	7e-07	"<frozen importlib._bootstrap_external>"	"create_module"	7e-07	1.75e-07
722	4	0.0008739749999999999	0.0034958999999999997	"<frozen importlib._bootstrap_external>"	"exec_module"	1.4599999999999999e-05	3.6499999999999998e-06
793	4	0.000568525	0.0022741	"<frozen importlib._bootstrap_external>"	"get_code"	4.38e-05	1.095e-05
884	4	6.249999999999999e-07	2.4999999999999998e-06	"<frozen importlib._bootstrap_external>"	"__init__"	2.4999999999999998e-06	6.249999999999999e-07
909	4	2.25e-07	9e-07	"<frozen importlib._bootstrap_external>"	"get_filename"	9e-07	2.25e-07
914	4	0.00040237499999999995	0.0016094999999999998	"<frozen importlib._bootstrap_external>"	"get_data"	0.0014355	0.000358875
951	4	2.6175e-05	0.0001047	"<frozen importlib._bootstrap_external>"	"path_stats"	4.1e-06	1.025e-06
1190	1	0.00011499999999999999	0.00011499999999999999	"<frozen importlib._bootstrap_external>"	"_path_hooks"	7.09e-05	7.09e-05
1203	14	9.264285714285713e-06	0.00012969999999999998	"<frozen importlib._bootstrap_external>"	"_path_importer_cache"	1.47e-05	1.05e-06
1240	4	0.000336225	0.0013449	"<frozen importlib._bootstrap_external>"	"_get_spec"	3.5799999999999996e-05	8.949999999999999e-06
1272	4	0.000337675	0.0013507	"<frozen importlib._bootstrap_external>"	"find_spec"	5.7999999999999995e-06	1.4499999999999999e-06
1325	8	1.75e-07	1.4e-06	"<frozen importlib._bootstrap_external>"	"genexpr"	1.4e-06	1.75e-07
1319	1	1.0899999999999999e-05	1.0899999999999999e-05	"<frozen importlib._bootstrap_external>"	"__init__"	6.9e-06	6.9e-06
1351	4	7.1e-06	2.84e-05	"<frozen importlib._bootstrap_external>"	"_get_spec"	6.4e-06	1.6e-06
1356	12	9.764166666666666e-05	0.0011717	"<frozen importlib._bootstrap_external>"	"find_spec"	0.0001303	1.0858333333333332e-05
1433	1	1.8e-06	1.8e-06	"<frozen importlib._bootstrap_external>"	"setcomp"	1.2999999999999998e-06	1.2999999999999998e-06
1404	1	6.63e-05	6.63e-05	"<frozen importlib._bootstrap_external>"	"_fill_cache"	1.2499999999999999e-05	1.2499999999999999e-05
1445	1	4.41e-05	4.41e-05	"<frozen importlib._bootstrap_external>"	"path_hook_for_FileFinder"	2.4999999999999998e-06	2.4999999999999998e-06
114	1	1.5799999999999998e-05	1.5799999999999998e-05	"C:/Python37/lib/site-packages/mo_logs/__init__.py"	"stop"	4.6e-06	4.6e-06
197	5	9.726e-05	0.0004863	"C:/Python37/lib/site-packages/mo_logs/__init__.py"	"note"	3.0299999999999998e-05	6.06e-06
397	5	8.74e-05	0.000437	"C:/Python37/lib/site-packages/mo_logs/__init__.py"	"_annotate"	2.7799999999999998e-05	5.559999999999999e-06
43	4	2e-06	8e-06	"C:/Python37/lib/site-packages/mo_dots/__init__.py"	"coalesce"	3e-06	7.5e-07
2839	1	4e-07	4e-07	"C:/Python37/lib/inspect.py"	"return_annotation"	4e-07	4e-07
2835	1	4e-07	4e-07	"C:/Python37/lib/inspect.py"	"parameters"	4e-07	4e-07
2750	1	4.6e-06	4.6e-06	"C:/Python37/lib/inspect.py"	"__init__"	4.2999999999999995e-06	4.2999999999999995e-06
2799	1	3e-07	3e-07	"C:/Python37/lib/inspect.py"	"genexpr"	3e-07	3e-07
302	10	2.0999999999999997e-07	2.1e-06	"C:/Python37/lib/site-packages/mo_dots/__init__.py"	"_getdefault"	2.1e-06	2.0999999999999997e-07
1089	1	3.2999999999999996e-05	3.2999999999999996e-05	"C:/Python37/lib/inspect.py"	"getfullargspec"	8.2e-06	8.2e-06
158	2	6e-07	1.2e-06	"C:/Python37/lib/inspect.py"	"isfunction"	1e-06	5e-07
577	18	8.222222222222221e-07	1.4799999999999999e-05	"C:/Python37/lib/site-packages/mo_dots/__init__.py"	"from_data"	1.4799999999999999e-05	8.222222222222221e-07
